technique_id,is_subtechnique,parent_id,name,tactics,tactic_ids,platforms,data_components,detection_guidance,mitigations,url,description
T1585.001,Yes,T1585,Social Media Accounts,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1585/001,"Adversaries may create and cultivate social media accounts that can be used during targeting. Adversaries can create social media accounts that can be used to build a persona to further operations. Persona development consists of the development of public information, presence, history and appropriate affiliations.(Citation: NEWSCASTER2014)(Citation: BlackHatRobinSage)"
T1585.002,Yes,T1585,Email Accounts,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1585/002,"Adversaries may create email accounts that can be used during targeting. Adversaries can use accounts created with email providers to further their operations, such as leveraging them to conduct [Phishing for Information](https://attack.mitre.org/techniques/T1598) or [Phishing](https://attack.mitre.org/techniques/T1566).(Citation: Mandiant APT1) Establishing email accounts may also allow adversaries to abuse free services – such as trial periods – to [Acquire Infrastructure](https://attack.mitre.org/techniques/T1583) for follow-on purposes.(Citation: Free Trial PurpleUrchin)"
T1585.003,Yes,T1585,Cloud Accounts,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1585/003,"Adversaries may create accounts with cloud providers that can be used during targeting. Adversaries can use cloud accounts to further their operations, including leveraging cloud storage services such as Dropbox, MEGA, Microsoft OneDrive, or AWS S3 buckets for [Exfiltration to Cloud Storage](https://attack.mitre.org/techniques/T1567/002) or to [Upload Tool](https://attack.mitre.org/techniques/T1608/002)s. Cloud accounts can also be used in the acquisition of infrastructure, such as [Virtual Private Server](https://attack.mitre.org/techniques/T1583/003)s or [Serverless](https://attack.mitre.org"
T1586,No,,Compromise Accounts,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1586,"Adversaries may compromise accounts with services that can be used during targeting. For operations incorporating social engineering, the utilization of an online persona may be important. Rather than creating and cultivating accounts (i.e. [Establish Accounts](https://attack.mitre.org/techniques/T1585)), adversaries may compromise existing accounts. Utilizing an existing persona may engender a level of trust in a potential victim if they have a relationship, or knowledge of, the compromised persona. "
T1586.001,Yes,T1586,Social Media Accounts,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1586/001,"Adversaries may compromise social media accounts that can be used during targeting. For operations incorporating social engineering, the utilization of an online persona may be important. Rather than creating and cultivating social media profiles (i.e. [Social Media Accounts](https://attack.mitre.org/techniques/T1585/001)), adversaries may compromise existing social media accounts. Utilizing an existing persona may engender a level of trust in a potential victim if they have a relationship, or knowledge of, the compromised persona. "
T1586.002,Yes,T1586,Email Accounts,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1586/002,"Adversaries may compromise email accounts that can be used during targeting. Adversaries can use compromised email accounts to further their operations, such as leveraging them to conduct [Phishing for Information](https://attack.mitre.org/techniques/T1598), [Phishing](https://attack.mitre.org/techniques/T1566), or large-scale spam email campaigns. Utilizing an existing persona with a compromised email account may engender a level of trust in a potential victim if they have a relationship with, or knowledge of, the compromised persona. Compromised email accounts can also be used in the acquisi"
T1586.003,Yes,T1586,Cloud Accounts,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1586/003,"Adversaries may compromise cloud accounts that can be used during targeting. Adversaries can use compromised cloud accounts to further their operations, including leveraging cloud storage services such as Dropbox, Microsoft OneDrive, or AWS S3 buckets for [Exfiltration to Cloud Storage](https://attack.mitre.org/techniques/T1567/002) or to [Upload Tool](https://attack.mitre.org/techniques/T1608/002)s. Cloud accounts can also be used in the acquisition of infrastructure, such as [Virtual Private Server](https://attack.mitre.org/techniques/T1583/003)s or [Serverless](https://attack.mitre.org/tech"
T1587,No,,Develop Capabilities,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1587,"Adversaries may build capabilities that can be used during targeting. Rather than purchasing, freely downloading, or stealing capabilities, adversaries may develop their own capabilities in-house. This is the process of identifying development requirements and building solutions such as malware, exploits, and self-signed certificates. Adversaries may develop capabilities to support their operations throughout numerous phases of the adversary lifecycle.(Citation: Mandiant APT1)(Citation: Kaspersky Sofacy)(Citation: Bitdefender StrongPity June 2020)(Citation: Talos Promethium June 2020)"
T1587.001,Yes,T1587,Malware,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1587/001,"Adversaries may develop malware and malware components that can be used during targeting. Building malicious software can include the development of payloads, droppers, post-compromise tools, backdoors (including backdoored images), packers, C2 protocols, and the creation of infected removable media. Adversaries may develop malware to support their operations, creating a means for maintaining control of remote machines, evading defenses, and executing post-compromise behaviors.(Citation: Mandiant APT1)(Citation: Kaspersky Sofacy)(Citation: ActiveMalwareEnergy)(Citation: FBI Flash FIN7 USB)"
T1587.002,Yes,T1587,Code Signing Certificates,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1587/002,Adversaries may create self-signed code signing certificates that can be used during targeting. Code signing is the process of digitally signing executables and scripts to confirm the software author and guarantee that the code has not been altered or corrupted. Code signing provides a level of authenticity for a program from the developer and a guarantee that the program has not been tampered with.(Citation: Wikipedia Code Signing) Users and/or security tools may trust a signed piece of code more than an unsigned piece of code even if they don't know who issued the certificate or who the auth
T1587.003,Yes,T1587,Digital Certificates,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1587/003,"Adversaries may create self-signed SSL/TLS certificates that can be used during targeting. SSL/TLS certificates are designed to instill trust. They include information about the key, information about its owner's identity, and the digital signature of an entity that has verified the certificate's contents are correct. If the signature is valid, and the person examining the certificate trusts the signer, then they know they can use that key to communicate with its owner. In the case of self-signing, digital certificates will lack the element of trust associated with the signature of a third-par"
T1587.004,Yes,T1587,Exploits,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1587/004,"Adversaries may develop exploits that can be used during targeting. An exploit takes advantage of a bug or vulnerability in order to cause unintended or unanticipated behavior to occur on computer hardware or software. Rather than finding/modifying exploits from online or purchasing them from exploit vendors, an adversary may develop their own exploits.(Citation: NYTStuxnet) Adversaries may use information acquired via [Vulnerabilities](https://attack.mitre.org/techniques/T1588/006) to focus exploit development efforts. As part of the exploit development process, adversaries may uncover exploi"
T1588,No,,Obtain Capabilities,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1588,"Adversaries may buy and/or steal capabilities that can be used during targeting. Rather than developing their own capabilities in-house, adversaries may purchase, freely download, or steal them. Activities may include the acquisition of malware, software (including licenses), exploits, certificates, and information relating to vulnerabilities. Adversaries may obtain capabilities to support their operations throughout numerous phases of the adversary lifecycle."
T1588.001,Yes,T1588,Malware,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1588/001,"Adversaries may buy, steal, or download malware that can be used during targeting. Malicious software can include payloads, droppers, post-compromise tools, backdoors, packers, and C2 protocols. Adversaries may acquire malware to support their operations, obtaining a means for maintaining control of remote machines, evading defenses, and executing post-compromise behaviors."
T1588.002,Yes,T1588,Tool,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1588/002,"Adversaries may buy, steal, or download software tools that can be used during targeting. Tools can be open or closed source, free or commercial. A tool can be used for malicious purposes by an adversary, but (unlike malware) were not intended to be used for those purposes (ex: [PsExec](https://attack.mitre.org/software/S0029)). "
T1588.003,Yes,T1588,Code Signing Certificates,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1588/003,Adversaries may buy and/or steal code signing certificates that can be used during targeting. Code signing is the process of digitally signing executables and scripts to confirm the software author and guarantee that the code has not been altered or corrupted. Code signing provides a level of authenticity for a program from the developer and a guarantee that the program has not been tampered with.(Citation: Wikipedia Code Signing) Users and/or security tools may trust a signed piece of code more than an unsigned piece of code even if they don't know who issued the certificate or who the author
T1588.004,Yes,T1588,Digital Certificates,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1588/004,"Adversaries may buy and/or steal SSL/TLS certificates that can be used during targeting. SSL/TLS certificates are designed to instill trust. They include information about the key, information about its owner's identity, and the digital signature of an entity that has verified the certificate's contents are correct. If the signature is valid, and the person examining the certificate trusts the signer, then they know they can use that key to communicate with its owner."
T1588.005,Yes,T1588,Exploits,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1588/005,"Adversaries may buy, steal, or download exploits that can be used during targeting. An exploit takes advantage of a bug or vulnerability in order to cause unintended or unanticipated behavior to occur on computer hardware or software. Rather than developing their own exploits, an adversary may find/modify exploits from online or purchase them from exploit vendors.(Citation: Exploit Database)(Citation: TempertonDarkHotel)(Citation: NationsBuying)"
T1588.006,Yes,T1588,Vulnerabilities,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1588/006,"Adversaries may acquire information about vulnerabilities that can be used during targeting. A vulnerability is a weakness in computer hardware or software that can, potentially, be exploited by an adversary to cause unintended or unanticipated behavior to occur. Adversaries may find vulnerability information by searching open databases or gaining access to closed vulnerability databases.(Citation: National Vulnerability Database)"
T1588.007,Yes,T1588,Artificial Intelligence,Resource Development,TA0042,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1588/007,"Adversaries may obtain access to generative artificial intelligence tools, such as large language models (LLMs), to aid various techniques during targeting. These tools may be used to inform, bolster, and enable a variety of malicious tasks, including conducting [Reconnaissance](https://attack.mitre.org/tactics/TA0043), creating basic scripts, assisting social engineering, and even developing payloads.(Citation: MSFT-AI) "
T1589,No,,Gather Victim Identity Information,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1589,"Adversaries may gather information about the victim's identity that can be used during targeting. Information about identities may include a variety of details, including personal data (ex: employee names, email addresses, security question responses, etc.) as well as sensitive details such as credentials or multi-factor authentication (MFA) configurations."
T1589.001,Yes,T1589,Credentials,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1589/001,Adversaries may gather credentials that can be used during targeting. Account credentials gathered by adversaries may be those directly associated with the target victim organization or attempt to take advantage of the tendency for users to use the same passwords across personal and business accounts.
T1589.002,Yes,T1589,Email Addresses,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1589/002,"Adversaries may gather email addresses that can be used during targeting. Even if internal instances exist, organizations may have public-facing email infrastructure and addresses for employees."
T1589.003,Yes,T1589,Employee Names,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1589/003,Adversaries may gather employee names that can be used during targeting. Employee names be used to derive email addresses as well as to help guide other reconnaissance efforts and/or craft more-believable lures.
T1590,No,,Gather Victim Network Information,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1590,"Adversaries may gather information about the victim's networks that can be used during targeting. Information about networks may include a variety of details, including administrative data (ex: IP ranges, domain names, etc.) as well as specifics regarding its topology and operations."
T1590.001,Yes,T1590,Domain Properties,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1590/001,"Adversaries may gather information about the victim's network domain(s) that can be used during targeting. Information about domains and their properties may include a variety of details, including what domain(s) the victim owns as well as administrative data (ex: name, registrar, etc.) and more directly actionable information such as contacts (email addresses and phone numbers), business addresses, and name servers."
T1590.002,Yes,T1590,DNS,Reconnaissance,TA0043,PRE,,,M1054 Software Configuration,https://attack.mitre.org/techniques/T1590/002,"Adversaries may gather information about the victim's DNS that can be used during targeting. DNS information may include a variety of details, including registered name servers as well as records that outline addressing for a target’s subdomains, mail servers, and other hosts. DNS MX, TXT, and SPF records may also reveal the use of third party cloud and SaaS providers, such as Office 365, G Suite, Salesforce, or Zendesk.(Citation: Sean Metcalf Twitter DNS Records)"
T1590.003,Yes,T1590,Network Trust Dependencies,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1590/003,"Adversaries may gather information about the victim's network trust dependencies that can be used during targeting. Information about network trusts may include a variety of details, including second or third-party organizations/domains (ex: managed service providers, contractors, etc.) that have connected (and potentially elevated) network access."
T1590.004,Yes,T1590,Network Topology,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1590/004,"Adversaries may gather information about the victim's network topology that can be used during targeting. Information about network topologies may include a variety of details, including the physical and/or logical arrangement of both external-facing and internal network environments. This information may also include specifics regarding network devices (gateways, routers, etc.) and other infrastructure."
T1590.005,Yes,T1590,IP Addresses,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1590/005,"Adversaries may gather the victim's IP addresses that can be used during targeting. Public IP addresses may be allocated to organizations by block, or a range of sequential addresses. Information about assigned IP addresses may include a variety of details, such as which IP addresses are in use. IP addresses may also enable an adversary to derive other details about a victim, such as organizational size, physical location(s), Internet service provider, and or where/how their publicly-facing infrastructure is hosted."
T1590.006,Yes,T1590,Network Security Appliances,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1590/006,"Adversaries may gather information about the victim's network security appliances that can be used during targeting. Information about network security appliances may include a variety of details, such as the existence and specifics of deployed firewalls, content filters, and proxies/bastion hosts. Adversaries may also target information about victim network-based intrusion detection systems (NIDS) or other appliances related to defensive cybersecurity operations."
T1591,No,,Gather Victim Org Information,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1591,"Adversaries may gather information about the victim's organization that can be used during targeting. Information about an organization may include a variety of details, including the names of divisions/departments, specifics of business operations, as well as the roles and responsibilities of key employees."
T1591.001,Yes,T1591,Determine Physical Locations,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1591/001,"Adversaries may gather the victim's physical location(s) that can be used during targeting. Information about physical locations of a target organization may include a variety of details, including where key resources and infrastructure are housed. Physical locations may also indicate what legal jurisdiction and/or authorities the victim operates within."
T1591.002,Yes,T1591,Business Relationships,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1591/002,"Adversaries may gather information about the victim's business relationships that can be used during targeting. Information about an organization’s business relationships may include a variety of details, including second or third-party organizations/domains (ex: managed service providers, contractors, etc.) that have connected (and potentially elevated) network access. This information may also reveal supply chains and shipment paths for the victim’s hardware and software resources."
T1591.003,Yes,T1591,Identify Business Tempo,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1591/003,"Adversaries may gather information about the victim's business tempo that can be used during targeting. Information about an organization’s business tempo may include a variety of details, including operational hours/days of the week. This information may also reveal times/dates of purchases and shipments of the victim’s hardware and software resources."
T1591.004,Yes,T1591,Identify Roles,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1591/004,"Adversaries may gather information about identities and roles within the victim organization that can be used during targeting. Information about business roles may reveal a variety of targetable details, including identifiable information for key personnel as well as what data/resources they have access to."
T1592,No,,Gather Victim Host Information,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1592,"Adversaries may gather information about the victim's hosts that can be used during targeting. Information about hosts may include a variety of details, including administrative data (ex: name, assigned IP, functionality, etc.) as well as specifics regarding its configuration (ex: operating system, language, etc.)."
T1592.001,Yes,T1592,Hardware,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1592/001,"Adversaries may gather information about the victim's host hardware that can be used during targeting. Information about hardware infrastructure may include a variety of details such as types and versions on specific hosts, as well as the presence of additional components that might be indicative of added defensive protections (ex: card/biometric readers, dedicated encryption hardware, etc.)."
T1592.002,Yes,T1592,Software,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1592/002,"Adversaries may gather information about the victim's host software that can be used during targeting. Information about installed software may include a variety of details such as types and versions on specific hosts, as well as the presence of additional components that might be indicative of added defensive protections (ex: antivirus, SIEMs, etc.)."
T1592.003,Yes,T1592,Firmware,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1592/003,"Adversaries may gather information about the victim's host firmware that can be used during targeting. Information about host firmware may include a variety of details such as type and versions on specific hosts, which may be used to infer more information about hosts in the environment (ex: configuration, purpose, age/patch level, etc.)."
T1592.004,Yes,T1592,Client Configurations,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1592/004,"Adversaries may gather information about the victim's client configurations that can be used during targeting. Information about client configurations may include a variety of details and settings, including operating system/version, virtualization, architecture (ex: 32 or 64 bit), language, and/or time zone."
T1593,No,,Search Open Websites/Domains,Reconnaissance,TA0043,PRE,,,M1013 Application Developer Guidance | M1047 Audit,https://attack.mitre.org/techniques/T1593,"Adversaries may search freely available websites and/or domains for information about victims that can be used during targeting. Information about victims may be available in various online sites, such as social media, new sites, or those hosting information about business operations such as hiring or requested/rewarded contracts.(Citation: Cyware Social Media)(Citation: SecurityTrails Google Hacking)(Citation: ExploitDB GoogleHacking)"
T1593.001,Yes,T1593,Social Media,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1593/001,"Adversaries may search social media for information about victims that can be used during targeting. Social media sites may contain various information about a victim organization, such as business announcements as well as information about the roles, locations, and interests of staff."
T1593.002,Yes,T1593,Search Engines,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1593/002,Adversaries may use search engines to collect information about victims that can be used during targeting. Search engine services typical crawl online sites to index context and may provide users with specialized syntax to search for specific keywords or specific types of content (i.e. filetypes).(Citation: SecurityTrails Google Hacking)(Citation: ExploitDB GoogleHacking)
T1593.003,Yes,T1593,Code Repositories,Reconnaissance,TA0043,PRE,,,M1013 Application Developer Guidance | M1047 Audit,https://attack.mitre.org/techniques/T1593/003,"Adversaries may search public code repositories for information about victims that can be used during targeting. Victims may store code in repositories on various third-party websites such as GitHub, GitLab, SourceForge, and BitBucket. Users typically interact with code repositories through a web application or command-line utilities such as git.  "
T1594,No,,Search Victim-Owned Websites,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1594,"Adversaries may search websites owned by the victim for information that can be used during targeting. Victim-owned websites may contain a variety of details, including names of departments/divisions, physical locations, and data about key employees such as names, roles, and contact info (ex: [Email Addresses](https://attack.mitre.org/techniques/T1589/002)). These sites may also have details highlighting business operations and relationships.(Citation: Comparitech Leak)"
T1595,No,,Active Scanning,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1595,"Adversaries may execute active reconnaissance scans to gather information that can be used during targeting. Active scans are those where the adversary probes victim infrastructure via network traffic, as opposed to other forms of reconnaissance that do not involve direct interaction."
T1595.001,Yes,T1595,Scanning IP Blocks,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1595/001,"Adversaries may scan victim IP blocks to gather information that can be used during targeting. Public IP addresses may be allocated to organizations by block, or a range of sequential addresses."
T1595.002,Yes,T1595,Vulnerability Scanning,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1595/002,Adversaries may scan victims for vulnerabilities that can be used during targeting. Vulnerability scans typically check if the configuration of a target host/application (ex: software and version) potentially aligns with the target of a specific exploit the adversary may seek to use.
T1595.003,Yes,T1595,Wordlist Scanning,Reconnaissance,TA0043,PRE,,,M1042 Disable or Remove Feature or Program | M1056 Pre-compromise,https://attack.mitre.org/techniques/T1595/003,"Adversaries may iteratively probe infrastructure using brute-forcing and crawling techniques. While this technique employs similar methods to [Brute Force](https://attack.mitre.org/techniques/T1110), its goal is the identification of content and infrastructure rather than the discovery of valid credentials. Wordlists used in these scans may contain generic, commonly used names and file extensions or terms specific to a particular software. Adversaries may also create custom, target-specific wordlists using data gathered from other Reconnaissance techniques (ex: [Gather Victim Org Information]("
T1596,No,,Search Open Technical Databases,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1596,"Adversaries may search freely available technical databases for information about victims that can be used during targeting. Information about victims may be available in online databases and repositories, such as registrations of domains/certificates as well as public collections of network data/artifacts gathered from traffic and/or scans.(Citation: WHOIS)(Citation: DNS Dumpster)(Citation: Circl Passive DNS)(Citation: Medium SSL Cert)(Citation: SSLShopper Lookup)(Citation: DigitalShadows CDN)(Citation: Shodan)"
T1596.001,Yes,T1596,DNS/Passive DNS,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1596/001,"Adversaries may search DNS data for information about victims that can be used during targeting. DNS information may include a variety of details, including registered name servers as well as records that outline addressing for a target’s subdomains, mail servers, and other hosts."
T1596.002,Yes,T1596,WHOIS,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1596/002,"Adversaries may search public WHOIS data for information about victims that can be used during targeting. WHOIS data is stored by regional Internet registries (RIR) responsible for allocating and assigning Internet resources such as domain names. Anyone can query WHOIS servers for information about a registered domain, such as assigned IP blocks, contact information, and DNS nameservers.(Citation: WHOIS)"
T1596.003,Yes,T1596,Digital Certificates,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1596/003,"Adversaries may search public digital certificate data for information about victims that can be used during targeting. Digital certificates are issued by a certificate authority (CA) in order to cryptographically verify the origin of signed content. These certificates, such as those used for encrypted web traffic (HTTPS SSL/TLS communications), contain information about the registered organization such as name and location."
T1596.004,Yes,T1596,CDNs,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1596/004,"Adversaries may search content delivery network (CDN) data about victims that can be used during targeting. CDNs allow an organization to host content from a distributed, load balanced array of servers. CDNs may also allow organizations to customize content delivery based on the requestor’s geographical region."
T1596.005,Yes,T1596,Scan Databases,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1596/005,"Adversaries may search within public scan databases for information about victims that can be used during targeting. Various online services continuously publish the results of Internet scans/surveys, often harvesting information such as active IP addresses, hostnames, open ports, certificates, and even server banners.(Citation: Shodan)"
T1597,No,,Search Closed Sources,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1597,"Adversaries may search and gather information about victims from closed (e.g., paid, private, or otherwise not freely available) sources that can be used during targeting. Information about victims may be available for purchase from reputable private sources and databases, such as paid subscriptions to feeds of technical/threat intelligence data. Adversaries may also purchase information from less-reputable sources such as dark web or cybercrime blackmarkets.(Citation: ZDNET Selling Data)"
T1597.001,Yes,T1597,Threat Intel Vendors,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1597/001,"Adversaries may search private data from threat intelligence vendors for information that can be used during targeting. Threat intelligence vendors may offer paid feeds or portals that offer more data than what is publicly reported. Although sensitive details (such as customer names and other identifiers) may be redacted, this information may contain trends regarding breaches such as target industries, attribution claims, and successful TTPs/countermeasures.(Citation: D3Secutrity CTI Feeds)"
T1597.002,Yes,T1597,Purchase Technical Data,Reconnaissance,TA0043,PRE,,,M1056 Pre-compromise,https://attack.mitre.org/techniques/T1597/002,"Adversaries may purchase technical information about victims that can be used during targeting. Information about victims may be available for purchase within reputable private sources and databases, such as paid subscriptions to feeds of scan databases or other data aggregation services. Adversaries may also purchase information from less-reputable sources such as dark web or cybercrime blackmarkets."
T1598,No,,Phishing for Information,Reconnaissance,TA0043,PRE,,,M1017 User Training | M1054 Software Configuration,https://attack.mitre.org/techniques/T1598,"Adversaries may send phishing messages to elicit sensitive information that can be used during targeting. Phishing for information is an attempt to trick targets into divulging information, frequently credentials or other actionable information. Phishing for information is different from [Phishing](https://attack.mitre.org/techniques/T1566) in that the objective is gathering data from the victim rather than executing malicious code."
T1598.001,Yes,T1598,Spearphishing Service,Reconnaissance,TA0043,PRE,,,M1017 User Training,https://attack.mitre.org/techniques/T1598/001,"Adversaries may send spearphishing messages via third-party services to elicit sensitive information that can be used during targeting. Spearphishing for information is an attempt to trick targets into divulging information, frequently credentials or other actionable information. Spearphishing for information frequently involves social engineering techniques, such as posing as a source with a reason to collect information (ex: [Establish Accounts](https://attack.mitre.org/techniques/T1585) or [Compromise Accounts](https://attack.mitre.org/techniques/T1586)) and/or sending multiple, seemingly u"
T1598.002,Yes,T1598,Spearphishing Attachment,Reconnaissance,TA0043,PRE,,,M1017 User Training | M1054 Software Configuration,https://attack.mitre.org/techniques/T1598/002,"Adversaries may send spearphishing messages with a malicious attachment to elicit sensitive information that can be used during targeting. Spearphishing for information is an attempt to trick targets into divulging information, frequently credentials or other actionable information. Spearphishing for information frequently involves social engineering techniques, such as posing as a source with a reason to collect information (ex: [Establish Accounts](https://attack.mitre.org/techniques/T1585) or [Compromise Accounts](https://attack.mitre.org/techniques/T1586)) and/or sending multiple, seemingl"
T1598.003,Yes,T1598,Spearphishing Link,Reconnaissance,TA0043,PRE,,,M1017 User Training | M1054 Software Configuration,https://attack.mitre.org/techniques/T1598/003,"Adversaries may send spearphishing messages with a malicious link to elicit sensitive information that can be used during targeting. Spearphishing for information is an attempt to trick targets into divulging information, frequently credentials or other actionable information. Spearphishing for information frequently involves social engineering techniques, such as posing as a source with a reason to collect information (ex: [Establish Accounts](https://attack.mitre.org/techniques/T1585) or [Compromise Accounts](https://attack.mitre.org/techniques/T1586)) and/or sending multiple, seemingly urge"
T1598.004,Yes,T1598,Spearphishing Voice,Reconnaissance,TA0043,PRE,,,M1017 User Training,https://attack.mitre.org/techniques/T1598/004,"Adversaries may use voice communications to elicit sensitive information that can be used during targeting. Spearphishing for information is an attempt to trick targets into divulging information, frequently credentials or other actionable information. Spearphishing for information frequently involves social engineering techniques, such as posing as a source with a reason to collect information (ex: [Impersonation](https://attack.mitre.org/techniques/T1684/001)) and/or creating a sense of urgency or alarm for the recipient."
T1599,No,,Network Boundary Bridging,Defense Impairment,TA0112,Network Devices,,,M1026 Privileged Account Management | M1027 Password Policies | M1032 Multi-factor Authentication | M1037 Filter Network Traffic | M1043 Credential Access Protection,https://attack.mitre.org/techniques/T1599,Adversaries may bridge network boundaries by compromising perimeter network devices or internal devices responsible for network segmentation. Breaching these devices may enable an adversary to bypass restrictions on traffic routing that otherwise separate trusted and untrusted networks.
T1599.001,Yes,T1599,Network Address Translation Traversal,Defense Impairment,TA0112,Network Devices,,,M1026 Privileged Account Management | M1027 Password Policies | M1032 Multi-factor Authentication | M1037 Filter Network Traffic | M1043 Credential Access Protection,https://attack.mitre.org/techniques/T1599/001,Adversaries may bridge network boundaries by modifying a network device’s Network Address Translation (NAT) configuration. Malicious modifications to NAT may enable an adversary to bypass restrictions on traffic routing that otherwise separate trusted and untrusted networks.
T1600,No,,Weaken Encryption,Defense Impairment,TA0112,Network Devices,,,,https://attack.mitre.org/techniques/T1600,Adversaries may compromise a network device’s encryption capability in order to bypass encryption that would otherwise protect data communications.(Citation: Cisco Synful Knock Evolution)
T1600.001,Yes,T1600,Reduce Key Space,Defense Impairment,TA0112,Network Devices,,,,https://attack.mitre.org/techniques/T1600/001,Adversaries may reduce the level of effort required to decrypt data transmitted over the network by reducing the cipher strength of encrypted communications.(Citation: Cisco Synful Knock Evolution)
T1600.002,Yes,T1600,Disable Crypto Hardware,Defense Impairment,TA0112,Network Devices,,,,https://attack.mitre.org/techniques/T1600/002,"Adversaries disable a network device’s dedicated hardware encryption, which may enable them to leverage weaknesses in software encryption in order to reduce the effort involved in collecting, manipulating, and exfiltrating transmitted data."
